Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EmployeeCount,EmployeeNumber,Gender,HourlyRate,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,StandardHours,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AttritionFlag,AgeGroup,TenureGroup,DistanceGroup,CareerStage,RoleStabilityGroup,PromotionDelayGroup,IncomeGroup,EducationLevel,StockOption,JobLevelGroup,SatisfactionLevel,PerformanceRatingLevel,EnvironmentSatisfactionLevel,JobInvolvementLevel,RelationshipSatisfactionLevel,WorkLifeBalanceLevel
30,No,Travel_Rarely,202,Sales,2,Technical Degree,1,508,Male,72,Sales Representative,Married,2476,17434,1,Y,No,18,80,1,3,1,0,0,0,0,26-35,0-1,0-5,Entry-level,0-1,Promoted this year,Low,Very Low,Low,Entry Level,Medium-Low,Medium-High,Medium-High,Medium-High,Low,Medium-High
26,Yes,Travel_Frequently,575,Research & Development,3,Technical Degree,1,510,Male,73,Research Scientist,Single,3102,6582,0,Y,No,22,80,7,2,6,4,0,4,1,26-35,6-10,0-5,Mid career,4-7,Promoted this year,Medium,Very Low,No Options,Entry Level,Low,High,Medium-High,Medium-High,Medium-High,Medium-High
22,No,Travel_Rarely,253,Research & Development,11,Medical,1,511,Female,43,Research Scientist,Married,2244,24440,1,Y,No,13,80,2,1,2,1,1,2,0,18-25,2-3,11-20,Entry-level,0-1,1-2 years,Low,Medium,Low,Entry Level,Medium-Low,Medium-High,Low,Medium-High,High,Medium-High
36,No,Travel_Rarely,164,Sales,2,Medical,1,513,Male,61,Sales Executive,Married,7596,3809,1,Y,No,13,80,10,2,10,9,9,0,0,36-45,6-10,0-5,Mid career,8+,5+ years,High,Low,Medium,Mid Level,Medium-High,Medium-High,Medium-Low,Medium-Low,Medium-Low,Medium-High
30,Yes,Travel_Frequently,464,Research & Development,4,Technical Degree,1,514,Male,40,Research Scientist,Single,2285,3427,9,Y,Yes,23,80,3,4,1,0,0,0,1,26-35,0-1,0-5,Early career,0-1,Promoted this year,Low,Medium,No Options,Entry Level,High,High,Medium-High,Medium-High,Medium-High,Medium-High
37,No,Travel_Rarely,1107,Research & Development,14,Life Sciences,1,515,Female,95,Laboratory Technician,Divorced,3034,26914,1,Y,No,12,80,18,2,18,7,12,17,0,36-45,10+,11-20,Experienced,4-7,5+ years,Medium,Medium,Low,Entry Level,Low,Medium-High,High,Medium-High,Medium-High,Medium-Low
40,No,Travel_Rarely,759,Sales,2,Marketing,1,516,Female,46,Sales Executive,Divorced,5715,22553,7,Y,No,12,80,8,5,5,4,1,3,0,36-45,4-5,0-5,Mid career,4-7,1-2 years,Medium,Low,Medium,Junior Level,Medium-Low,Medium-High,High,Medium-High,Medium-High,Medium-High
42,No,Travel_Rarely,201,Research & Development,1,Life Sciences,1,517,Female,95,Laboratory Technician,Divorced,2576,20490,3,Y,No,16,80,8,5,5,2,1,2,0,36-45,4-5,0-5,Mid career,2-3,1-2 years,Low,High,Low,Entry Level,Low,Medium-High,Medium-Low,Medium-High,Medium-Low,Medium-High
37,No,Travel_Rarely,1305,Research & Development,10,Life Sciences,1,518,Male,49,Manufacturing Director,Single,4197,21123,2,Y,Yes,12,80,18,2,1,0,0,1,0,36-45,0-1,6-10,Experienced,0-1,Promoted this year,Medium,High,No Options,Junior Level,Medium-Low,Medium-High,Medium-High,Medium-High,High,Medium-Low
43,No,Travel_Rarely,982,Research & Development,12,Life Sciences,1,520,Male,59,Research Director,Divorced,14336,4345,1,Y,No,11,80,25,3,25,10,3,9,0,36-45,10+,11-20,Late career,8+,3-5 years,VeryHigh,Medium,Low,Senior Level,Medium-Low,Medium-High,Low,Medium-Low,Medium-High,Medium-High
40,No,Travel_Rarely,555,Research & Development,2,Medical,1,521,Female,78,Laboratory Technician,Married,3448,13436,6,Y,No,22,80,20,3,1,0,0,0,0,36-45,0-1,0-5,Experienced,0-1,Promoted this year,Medium,Medium,Low,Junior Level,Medium-High,High,Medium-Low,Medium-Low,Medium-Low,Medium-High
54,No,Travel_Rarely,821,Research & Development,5,Medical,1,522,Male,86,Research Director,Married,19406,8509,4,Y,No,11,80,24,4,4,2,1,2,0,46-55,4-5,0-5,Late career,2-3,1-2 years,VeryHigh,Low,Low,Executive Level,Low,Medium-High,Low,Medium-High,Medium-High,Medium-Low
34,No,Non-Travel,1381,Sales,4,Marketing,1,523,Female,72,Sales Executive,Married,6538,12740,9,Y,No,15,80,6,3,3,2,1,2,0,26-35,2-3,0-5,Mid career,2-3,1-2 years,High,High,Low,Junior Level,Medium-High,Medium-High,Medium-High,Medium-High,Low,Medium-High
31,No,Travel_Rarely,480,Research & Development,7,Medical,1,524,Female,31,Manufacturing Director,Married,4306,4156,1,Y,No,12,80,13,5,13,10,3,12,0,26-35,10+,6-10,Experienced,8+,3-5 years,Medium,Low,Low,Junior Level,Low,Medium-High,Medium-Low,Medium-High,Medium-Low,Low
43,No,Travel_Frequently,313,Research & Development,21,Medical,1,525,Male,61,Laboratory Technician,Married,2258,15238,7,Y,No,20,80,8,1,3,2,1,2,0,36-45,2-3,21-30,Mid career,2-3,1-2 years,Low,Medium,Low,Entry Level,High,High,High,Medium-High,Low,Medium-High
43,No,Travel_Rarely,1473,Research & Development,8,Other,1,526,Female,74,Healthcare Representative,Divorced,4522,2227,4,Y,Yes,14,80,8,3,5,2,0,2,0,36-45,4-5,6-10,Mid career,2-3,Promoted this year,Medium,High,No Options,Junior Level,Medium-High,Medium-High,Medium-High,Medium-High,High,Medium-High
25,No,Travel_Rarely,891,Sales,4,Life Sciences,1,527,Female,99,Sales Executive,Single,4487,12090,1,Y,Yes,11,80,5,3,5,4,1,3,0,18-25,4-5,0-5,Early career,4-7,1-2 years,Medium,Low,No Options,Junior Level,High,Medium-High,Medium-Low,Medium-Low,Medium-Low,Medium-High
37,No,Non-Travel,1063,Research & Development,25,Medical,1,529,Female,72,Research Scientist,Married,4449,23866,3,Y,Yes,15,80,15,2,13,11,10,7,0,36-45,10+,21-30,Experienced,8+,5+ years,Medium,Very High,Medium,Junior Level,Medium-High,Medium-High,Medium-Low,Medium-High,Low,Medium-High
31,No,Travel_Rarely,329,Research & Development,1,Life Sciences,1,530,Male,98,Laboratory Technician,Married,2218,16193,1,Y,No,12,80,4,3,4,2,3,2,0,26-35,4-5,0-5,Early career,2-3,3-5 years,Low,Low,Low,Entry Level,Low,Medium-High,High,Medium-Low,Medium-High,Medium-High
39,No,Travel_Frequently,1218,Research & Development,1,Life Sciences,1,531,Male,52,Manager,Divorced,19197,8213,1,Y,Yes,14,80,21,3,21,8,1,6,0,36-45,10+,0-5,Late career,8+,1-2 years,VeryHigh,Very Low,Low,Executive Level,Medium-High,Medium-High,Medium-Low,Medium-High,Medium-High,Medium-High
56,No,Travel_Frequently,906,Sales,6,Life Sciences,1,532,Female,86,Sales Executive,Married,13212,18256,9,Y,No,11,80,36,0,7,7,7,7,0,56-65,6-10,6-10,Late career,4-7,5+ years,VeryHigh,Medium,High,Senior Level,Low,Medium-High,Medium-High,High,High,Medium-Low
30,No,Travel_Rarely,1082,Sales,12,Technical Degree,1,533,Female,83,Sales Executive,Single,6577,19558,0,Y,No,11,80,6,6,5,4,4,4,0,26-35,4-5,11-20,Mid career,4-7,3-5 years,High,Medium,No Options,Junior Level,Medium-High,Medium-High,Medium-Low,Medium-High,Medium-Low,Medium-High
41,No,Travel_Rarely,645,Sales,1,Marketing,1,534,Male,49,Sales Executive,Married,8392,19566,1,Y,No,16,80,10,2,10,7,0,7,0,36-45,6-10,0-5,Mid career,4-7,Promoted this year,High,Medium,Low,Mid Level,Low,Medium-High,Medium-Low,High,Medium-High,Medium-High
28,No,Travel_Rarely,1300,Research & Development,17,Medical,1,536,Male,79,Laboratory Technician,Divorced,4558,13535,1,Y,No,12,80,10,2,10,0,1,8,0,26-35,6-10,11-20,Mid career,0-1,1-2 years,Medium,Low,Low,Junior Level,Low,Medium-High,Medium-High,Medium-High,High,Medium-High
25,Yes,Travel_Rarely,688,Research & Development,3,Medical,1,538,Male,91,Laboratory Technician,Married,4031,9396,5,Y,No,13,80,6,5,2,2,0,2,1,18-25,2-3,0-5,Mid career,2-3,Promoted this year,Medium,Medium,Low,Entry Level,Low,Medium-High,Low,Medium-High,Medium-High,Medium-High
52,No,Travel_Rarely,319,Research & Development,3,Medical,1,543,Male,39,Manufacturing Director,Married,7969,19609,2,Y,Yes,14,80,28,4,5,4,0,4,0,46-55,4-5,0-5,Late career,4-7,Promoted this year,High,Medium,No Options,Mid Level,Medium-High,Medium-High,High,Medium-Low,Medium-High,Medium-High
45,No,Travel_Rarely,192,Research & Development,10,Life Sciences,1,544,Male,69,Research Scientist,Married,2654,9655,3,Y,No,21,80,8,3,2,2,0,2,0,36-45,2-3,6-10,Mid career,2-3,Promoted this year,Low,Low,Medium,Entry Level,High,High,Low,Medium-High,High,Medium-Low
52,No,Travel_Rarely,1490,Research & Development,4,Life Sciences,1,546,Female,30,Manager,Married,16555,10310,2,Y,No,13,80,31,2,5,2,1,4,0,46-55,4-5,0-5,Late career,2-3,1-2 years,VeryHigh,Low,No Options,Senior Level,High,Medium-High,High,Medium-High,High,Low
42,No,Travel_Frequently,532,Research & Development,29,Life Sciences,1,547,Female,92,Research Scientist,Divorced,4556,12932,2,Y,No,11,80,19,3,5,4,0,2,0,36-45,4-5,21-30,Experienced,4-7,Promoted this year,Medium,Low,Low,Junior Level,Medium-High,Medium-High,Low,Medium-High,Medium-Low,Medium-High
30,No,Travel_Rarely,317,Research & Development,2,Life Sciences,1,548,Female,43,Manufacturing Director,Single,6091,24793,2,Y,No,20,80,11,2,5,4,0,2,0,26-35,4-5,0-5,Experienced,4-7,Promoted this year,High,Medium,No Options,Junior Level,High,High,Medium-High,Low,Medium-High,Medium-High
60,No,Travel_Rarely,422,Research & Development,7,Life Sciences,1,549,Female,41,Manager,Married,19566,3854,5,Y,No,11,80,33,5,29,8,11,10,0,56-65,10+,6-10,Late career,8+,5+ years,VeryHigh,Medium,No Options,Executive Level,Low,Medium-High,Low,Medium-High,High,Low
46,No,Travel_Rarely,1485,Research & Development,18,Medical,1,550,Female,87,Manufacturing Director,Divorced,4810,26314,2,Y,No,14,80,19,5,10,7,0,8,0,46-55,6-10,11-20,Experienced,4-7,Promoted this year,Medium,Medium,Low,Junior Level,Medium-High,Medium-High,Medium-High,Medium-High,Medium-High,Medium-Low
42,No,Travel_Frequently,1368,Research & Development,28,Technical Degree,1,551,Female,88,Healthcare Representative,Married,4523,4386,0,Y,No,11,80,7,4,6,5,0,4,0,36-45,6-10,21-30,Mid career,4-7,Promoted this year,Medium,High,High,Junior Level,High,Medium-High,High,Medium-Low,High,High
24,Yes,Travel_Rarely,1448,Sales,1,Technical Degree,1,554,Female,62,Sales Representative,Single,3202,21972,1,Y,Yes,16,80,6,4,5,3,1,4,1,18-25,4-5,0-5,Mid career,2-3,1-2 years,Medium,Very Low,No Options,Entry Level,Medium-Low,Medium-High,Low,Medium-High,Medium-Low,Medium-High
34,Yes,Travel_Frequently,296,Sales,6,Marketing,1,555,Female,33,Sales Representative,Divorced,2351,12253,0,Y,No,16,80,3,3,2,2,1,0,1,26-35,2-3,6-10,Early career,2-3,1-2 years,Low,Low,Low,Entry Level,Medium-High,Medium-High,High,Low,High,Medium-Low
38,No,Travel_Frequently,1490,Research & Development,2,Life Sciences,1,556,Male,42,Laboratory Technician,Married,1702,12106,1,Y,Yes,23,80,1,3,1,0,0,0,0,36-45,0-1,0-5,Entry-level,0-1,Promoted this year,Low,Low,Low,Entry Level,High,High,High,Medium-High,Medium-High,Medium-High
40,No,Travel_Rarely,1398,Sales,2,Life Sciences,1,558,Female,79,Manager,Married,18041,13022,0,Y,No,14,80,21,2,20,15,1,12,0,36-45,10+,0-5,Late career,8+,1-2 years,VeryHigh,High,No Options,Executive Level,Medium-High,Medium-High,Medium-High,Medium-High,High,Medium-High
26,No,Travel_Rarely,1349,Research & Development,23,Life Sciences,1,560,Female,90,Research Scientist,Divorced,2886,3032,1,Y,No,22,80,3,3,3,2,0,2,0,26-35,2-3,21-30,Early career,2-3,Promoted this year,Low,Medium,Medium,Entry Level,High,High,Low,Medium-High,Medium-Low,Low
30,No,Non-Travel,1400,Research & Development,3,Life Sciences,1,562,Male,53,Laboratory Technician,Married,2097,16734,4,Y,No,15,80,9,3,5,3,1,4,0,26-35,4-5,0-5,Mid career,2-3,1-2 years,Low,Medium,Low,Entry Level,High,Medium-High,Medium-High,Medium-High,Medium-High,Low
29,No,Travel_Rarely,986,Research & Development,3,Medical,1,564,Male,93,Research Director,Married,11935,21526,1,Y,No,18,80,10,2,10,2,0,7,0,26-35,6-10,0-5,Mid career,2-3,Promoted this year,VeryHigh,High,No Options,Mid Level,Medium-High,Medium-High,Medium-Low,Medium-Low,Medium-High,Medium-High
29,Yes,Travel_Rarely,408,Research & Development,25,Technical Degree,1,565,Female,71,Research Scientist,Married,2546,18300,5,Y,No,16,80,6,2,2,2,1,1,1,26-35,2-3,21-30,Mid career,2-3,1-2 years,Low,Very High,No Options,Entry Level,Medium-Low,Medium-High,Medium-High,Medium-Low,Medium-Low,High
19,Yes,Travel_Rarely,489,Human Resources,2,Technical Degree,1,566,Male,52,Human Resources,Single,2564,18437,1,Y,No,12,80,1,3,1,0,0,0,1,18-25,0-1,0-5,Entry-level,0-1,Promoted this year,Low,Low,No Options,Entry Level,High,Medium-High,Low,Medium-Low,Medium-High,High
30,No,Non-Travel,1398,Sales,22,Other,1,567,Female,69,Sales Executive,Married,8412,2890,0,Y,No,11,80,10,3,9,8,7,8,0,26-35,6-10,21-30,Mid career,8+,5+ years,High,High,No Options,Mid Level,Low,Medium-High,Medium-High,Medium-High,Medium-High,Medium-High
57,No,Travel_Rarely,210,Sales,29,Marketing,1,568,Male,56,Manager,Divorced,14118,22102,3,Y,No,12,80,32,3,1,0,0,0,0,56-65,0-1,21-30,Late career,0-1,Promoted this year,VeryHigh,Medium,Low,Senior Level,High,Medium-High,Low,Medium-Low,Medium-High,Medium-Low
50,No,Travel_Rarely,1099,Research & Development,29,Life Sciences,1,569,Male,88,Manager,Married,17046,9314,0,Y,No,15,80,28,2,27,10,15,7,0,46-55,10+,21-30,Late career,8+,5+ years,VeryHigh,High,Low,Senior Level,Medium-High,Medium-High,Medium-Low,Medium-Low,Medium-Low,Medium-High
30,No,Non-Travel,1116,Research & Development,2,Medical,1,571,Female,49,Laboratory Technician,Single,2564,7181,0,Y,No,14,80,12,2,11,7,6,7,0,26-35,10+,0-5,Experienced,4-7,5+ years,Low,Medium,No Options,Entry Level,High,Medium-High,Medium-High,Medium-High,Medium-High,Medium-Low
60,No,Travel_Frequently,1499,Sales,28,Marketing,1,573,Female,80,Sales Executive,Married,10266,2845,4,Y,No,19,80,22,5,18,13,13,11,0,56-65,10+,21-30,Late career,8+,5+ years,VeryHigh,Medium,No Options,Mid Level,Low,Medium-High,Medium-High,Medium-Low,High,High
47,No,Travel_Rarely,983,Research & Development,2,Medical,1,574,Female,65,Manufacturing Director,Divorced,5070,7389,5,Y,No,13,80,20,2,5,0,0,4,0,46-55,4-5,0-5,Experienced,0-1,Promoted this year,Medium,Low,High,Junior Level,High,Medium-High,Low,Medium-High,Medium-High,Medium-High
46,No,Travel_Rarely,1009,Research & Development,2,Life Sciences,1,575,Male,51,Research Director,Married,17861,2288,6,Y,No,13,80,26,2,3,2,0,1,0,46-55,2-3,0-5,Late career,2-3,Promoted this year,VeryHigh,Medium,No Options,Senior Level,Medium-High,Medium-High,Low,Medium-High,Medium-High,Low
35,No,Travel_Rarely,144,Research & Development,22,Life Sciences,1,577,Male,46,Laboratory Technician,Single,4230,19225,0,Y,No,15,80,6,2,5,4,4,3,0,26-35,4-5,21-30,Mid career,4-7,3-5 years,Medium,Medium,No Options,Entry Level,Medium-High,Medium-High,High,Low,Medium-High,Medium-High
54,No,Travel_Rarely,548,Research & Development,8,Life Sciences,1,578,Female,42,Laboratory Technician,Single,3780,23428,7,Y,No,11,80,19,3,1,0,0,0,0,46-55,0-1,6-10,Experienced,0-1,Promoted this year,Medium,High,No Options,Junior Level,Medium-High,Medium-High,Medium-High,Medium-High,Medium-High,Medium-High
34,No,Travel_Rarely,1303,Research & Development,2,Life Sciences,1,579,Male,62,Research Scientist,Divorced,2768,8416,3,Y,No,12,80,14,3,7,3,5,7,0,26-35,6-10,0-5,Experienced,2-3,3-5 years,Low,High,Low,Entry Level,Medium-High,Medium-High,High,Medium-Low,Medium-High,Medium-High
46,No,Travel_Rarely,1125,Sales,10,Marketing,1,580,Female,94,Sales Executive,Married,9071,11563,2,Y,Yes,19,80,15,3,3,2,1,2,0,46-55,2-3,6-10,Experienced,2-3,1-2 years,High,Medium,Low,Mid Level,High,Medium-High,Medium-High,Medium-Low,Medium-High,Medium-High
31,No,Travel_Rarely,1274,Research & Development,9,Life Sciences,1,581,Male,33,Manufacturing Director,Divorced,10648,14394,1,Y,No,25,80,13,6,13,8,0,8,0,26-35,10+,6-10,Experienced,8+,Promoted this year,VeryHigh,Very Low,Low,Mid Level,Medium-Low,High,Medium-High,Medium-High,High,High
33,Yes,Travel_Rarely,1277,Research & Development,15,Medical,1,582,Male,56,Manager,Married,13610,24619,7,Y,Yes,12,80,15,2,7,6,7,7,1,26-35,6-10,11-20,Experienced,4-7,5+ years,VeryHigh,Very Low,No Options,Mid Level,Medium-High,Medium-High,Medium-Low,Medium-High,High,High
33,Yes,Travel_Rarely,587,Research & Development,10,Medical,1,584,Male,38,Laboratory Technician,Divorced,3408,6705,7,Y,No,13,80,8,2,4,3,1,3,1,26-35,4-5,6-10,Mid career,2-3,1-2 years,Medium,Very Low,High,Entry Level,High,Medium-High,Low,Low,Low,Medium-High
30,No,Travel_Rarely,413,Sales,7,Marketing,1,585,Male,57,Sales Representative,Single,2983,18398,0,Y,No,14,80,4,3,3,2,1,2,0,26-35,2-3,6-10,Early career,2-3,1-2 years,Low,Very Low,No Options,Entry Level,Medium-Low,Medium-High,High,Medium-High,Low,Medium-High
35,No,Travel_Rarely,1276,Research & Development,16,Life Sciences,1,586,Male,72,Healthcare Representative,Married,7632,14295,4,Y,Yes,12,80,10,2,8,7,0,0,0,26-35,6-10,11-20,Mid career,4-7,Promoted this year,High,Medium,No Options,Mid Level,Medium-High,Medium-High,High,Medium-High,Medium-High,Medium-High
31,Yes,Travel_Frequently,534,Research & Development,20,Life Sciences,1,587,Male,66,Healthcare Representative,Married,9824,22908,3,Y,No,12,80,12,2,1,0,0,0,1,26-35,0-1,11-20,Experienced,0-1,Promoted this year,High,Medium,No Options,Mid Level,Medium-High,Medium-High,Low,Medium-High,Low,Medium-High
34,Yes,Travel_Frequently,988,Human Resources,23,Human Resources,1,590,Female,43,Human Resources,Divorced,9950,11533,9,Y,Yes,15,80,11,2,3,2,0,2,1,26-35,2-3,21-30,Experienced,2-3,Promoted this year,High,Medium,High,Mid Level,Low,Medium-High,Medium-Low,Medium-High,Medium-High,Medium-High
42,No,Travel_Frequently,1474,Research & Development,5,Other,1,591,Male,97,Laboratory Technician,Married,2093,9260,4,Y,No,17,80,8,4,2,2,2,0,0,36-45,2-3,0-5,Mid career,2-3,1-2 years,Low,Low,Low,Entry Level,Medium-High,Medium-High,Medium-Low,Medium-High,High,Medium-High
36,No,Non-Travel,635,Sales,10,Medical,1,592,Male,32,Sales Executive,Single,9980,15318,1,Y,No,14,80,10,3,10,3,9,7,0,36-45,6-10,6-10,Mid career,2-3,5+ years,High,High,No Options,Mid Level,High,Medium-High,Medium-Low,Medium-High,High,Medium-Low
22,Yes,Travel_Frequently,1368,Research & Development,4,Technical Degree,1,593,Male,99,Laboratory Technician,Single,3894,9129,5,Y,No,16,80,4,3,2,2,1,2,1,18-25,2-3,0-5,Early career,2-3,1-2 years,Medium,Very Low,No Options,Entry Level,Medium-High,Medium-High,Medium-High,Medium-Low,Medium-High,Medium-High
48,No,Travel_Rarely,163,Sales,2,Marketing,1,595,Female,37,Sales Executive,Married,4051,19658,2,Y,No,14,80,14,2,9,7,6,7,0,46-55,6-10,0-5,Experienced,4-7,5+ years,Medium,Very High,Low,Junior Level,High,Medium-High,Medium-Low,Medium-High,Low,Medium-High
55,No,Travel_Rarely,1117,Sales,18,Life Sciences,1,597,Female,83,Manager,Single,16835,9873,3,Y,No,23,80,37,2,10,9,7,7,0,46-55,6-10,11-20,Late career,8+,5+ years,VeryHigh,Very High,No Options,Senior Level,Medium-Low,High,Low,Medium-High,High,Medium-High
41,No,Non-Travel,267,Sales,10,Life Sciences,1,599,Male,56,Sales Executive,Single,6230,13430,7,Y,No,14,80,16,3,14,3,1,10,0,36-45,10+,6-10,Experienced,2-3,1-2 years,High,Low,No Options,Junior Level,High,Medium-High,High,Medium-High,High,Medium-High
35,No,Travel_Rarely,619,Sales,1,Marketing,1,600,Male,85,Sales Executive,Married,4717,18659,9,Y,No,11,80,15,2,11,9,6,9,0,26-35,10+,0-5,Experienced,8+,5+ years,Medium,Medium,No Options,Junior Level,Medium-High,Medium-High,Medium-Low,Medium-High,Medium-High,Medium-High
40,No,Travel_Rarely,302,Research & Development,6,Life Sciences,1,601,Female,75,Manufacturing Director,Single,13237,20364,7,Y,No,15,80,22,3,20,6,5,13,0,36-45,10+,6-10,Late career,4-7,3-5 years,VeryHigh,Medium,No Options,Senior Level,Medium-High,Medium-High,Medium-Low,Medium-High,Medium-High,Medium-High
39,No,Travel_Frequently,443,Research & Development,8,Life Sciences,1,602,Female,48,Laboratory Technician,Married,3755,17872,1,Y,No,11,80,8,3,8,3,0,7,0,36-45,6-10,6-10,Mid career,2-3,Promoted this year,Medium,Very Low,Low,Entry Level,Medium-High,Medium-High,Medium-High,Medium-High,Low,Medium-High
31,No,Travel_Rarely,828,Sales,2,Life Sciences,1,604,Male,77,Sales Executive,Single,6582,8346,4,Y,Yes,13,80,10,2,6,5,0,5,0,26-35,6-10,0-5,Mid career,4-7,Promoted this year,High,Very Low,No Options,Junior Level,High,Medium-High,Medium-Low,Medium-High,Medium-High,High
42,No,Travel_Rarely,319,Research & Development,24,Medical,1,605,Male,56,Manufacturing Director,Married,7406,6950,1,Y,Yes,21,80,10,5,10,9,5,8,0,36-45,6-10,21-30,Mid career,8+,3-5 years,High,Medium,Low,Mid Level,Low,High,High,Medium-High,High,Medium-Low
45,No,Travel_Rarely,561,Sales,2,Other,1,606,Male,61,Sales Executive,Married,4805,16177,0,Y,No,19,80,9,3,8,7,3,7,0,36-45,6-10,0-5,Mid career,4-7,3-5 years,Medium,Medium,Low,Junior Level,Medium-Low,Medium-High,High,Medium-High,Medium-Low,High
26,Yes,Travel_Frequently,426,Human Resources,17,Life Sciences,1,608,Female,58,Human Resources,Divorced,2741,22808,0,Y,Yes,11,80,8,2,7,7,1,0,1,26-35,6-10,11-20,Mid career,4-7,1-2 years,Low,High,Low,Entry Level,Medium-High,Medium-High,Medium-Low,Medium-High,Medium-Low,Medium-Low
29,No,Travel_Rarely,232,Research & Development,19,Technical Degree,1,611,Male,34,Manufacturing Director,Divorced,4262,22645,4,Y,No,12,80,8,2,3,2,1,2,0,26-35,2-3,11-20,Mid career,2-3,1-2 years,Medium,Medium,Medium,Junior Level,High,Medium-High,High,Medium-High,Medium-Low,High
33,No,Travel_Rarely,922,Research & Development,1,Medical,1,612,Female,95,Research Director,Divorced,16184,22578,4,Y,No,19,80,10,2,6,1,0,5,0,26-35,6-10,0-5,Mid career,0-1,Promoted this year,VeryHigh,Very High,Low,Senior Level,Medium-High,Medium-High,Low,High,Medium-High,Medium-High
31,No,Travel_Rarely,688,Sales,7,Life Sciences,1,613,Male,44,Manager,Divorced,11557,25291,9,Y,No,21,80,10,3,5,4,0,1,0,26-35,4-5,6-10,Mid career,4-7,Promoted this year,VeryHigh,Medium,Low,Mid Level,High,High,Medium-High,Medium-Low,Medium-High,Medium-Low
18,Yes,Travel_Frequently,1306,Sales,5,Marketing,1,614,Male,69,Sales Representative,Single,1878,8059,1,Y,Yes,14,80,0,3,0,0,0,0,1,18-25,0-1,0-5,Entry-level,0-1,Promoted this year,Low,Medium,No Options,Entry Level,Medium-Low,Medium-High,Medium-Low,Medium-High,High,Medium-High
40,No,Non-Travel,1094,Sales,28,Other,1,615,Male,58,Sales Executive,Divorced,10932,11373,3,Y,No,15,80,20,2,1,0,0,1,0,36-45,0-1,21-30,Experienced,0-1,Promoted this year,VeryHigh,Medium,Low,Mid Level,Low,Medium-High,Medium-High,Low,Medium-High,Medium-High
